2022-12-03 13:58:58 0 [Note] InnoDB: Mutexes and rw_locks use Windows interlocked functions
2022-12-03 13:58:58 0 [Note] InnoDB: Uses event mutexes
2022-12-03 13:58:58 0 [Note] InnoDB: Compressed tables use zlib 1.2.11
2022-12-03 13:58:58 0 [Note] InnoDB: Number of pools: 1
2022-12-03 13:58:58 0 [Note] InnoDB: Using SSE2 crc32 instructions
2022-12-03 13:58:58 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=356] with future log sequence number 303056
2022-12-03 13:58:58 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=218] with future log sequence number 303012
2022-12-03 13:58:58 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=355] with future log sequence number 303012
2022-12-03 13:58:58 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=217] with future log sequence number 302968
2022-12-03 13:58:58 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=354] with future log sequence number 302968
2022-12-03 13:58:58 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=216] with future log sequence number 302924
2022-12-03 13:58:58 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=353] with future log sequence number 302924
2022-12-03 13:58:58 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=215] with future log sequence number 302880
2022-12-03 13:58:58 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=352] with future log sequence number 302880
2022-12-03 13:58:58 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=214] with future log sequence number 302836
2022-12-03 13:58:58 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=351] with future log sequence number 302836
2022-12-03 13:58:58 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=213] with future log sequence number 302792
2022-12-03 13:58:58 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=350] with future log sequence number 302792
2022-12-03 13:58:58 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=212] with future log sequence number 302748
2022-12-03 13:58:58 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=349] with future log sequence number 302748
2022-12-03 13:58:58 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=230] with future log sequence number 375220
2022-12-03 13:58:58 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=367] with future log sequence number 375220
2022-12-03 13:58:58 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=229] with future log sequence number 375176
2022-12-03 13:58:58 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=366] with future log sequence number 375176
2022-12-03 13:58:58 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=228] with future log sequence number 375132
2022-12-03 13:58:58 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=365] with future log sequence number 375132
2022-12-03 13:58:58 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=227] with future log sequence number 375088
2022-12-03 13:58:58 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=364] with future log sequence number 375088
2022-12-03 13:58:58 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=226] with future log sequence number 375044
2022-12-03 13:58:58 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=363] with future log sequence number 375044
2022-12-03 13:58:58 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=290] with future log sequence number 434865
2022-12-03 13:58:58 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=421] with future log sequence number 434865
2022-12-03 13:58:58 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=289] with future log sequence number 434821
2022-12-03 13:58:58 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=420] with future log sequence number 434821
2022-12-03 13:58:58 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=288] with future log sequence number 434777
2022-12-03 13:58:58 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=419] with future log sequence number 434777
2022-12-03 13:58:58 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=286] with future log sequence number 434733
2022-12-03 13:58:58 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=418] with future log sequence number 434733
2022-12-03 13:58:58 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=285] with future log sequence number 434673
2022-12-03 13:58:58 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=417] with future log sequence number 434673
2022-12-03 13:58:58 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=284] with future log sequence number 434629
2022-12-03 13:58:58 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=416] with future log sequence number 434629
2022-12-03 13:58:58 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=283] with future log sequence number 434585
2022-12-03 13:58:58 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=415] with future log sequence number 434585
2022-12-03 13:58:58 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=282] with future log sequence number 434541
2022-12-03 13:58:58 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=414] with future log sequence number 434541
2022-12-03 13:58:58 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=281] with future log sequence number 434497
2022-12-03 13:58:58 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=413] with future log sequence number 434497
2022-12-03 13:58:58 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=280] with future log sequence number 434453
2022-12-03 13:58:58 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=412] with future log sequence number 434453
2022-12-03 13:58:58 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=279] with future log sequence number 434409
2022-12-03 13:58:58 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=411] with future log sequence number 434409
2022-12-03 13:58:58 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=278] with future log sequence number 434365
2022-12-03 13:58:58 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=410] with future log sequence number 434365
2022-12-03 13:58:58 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=277] with future log sequence number 434321
2022-12-03 13:58:58 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=409] with future log sequence number 434321
2022-12-03 13:58:58 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=276] with future log sequence number 434277
2022-12-03 13:58:58 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=407] with future log sequence number 434277
2022-12-03 13:58:58 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=300] with future log sequence number 556231
2022-12-03 13:58:58 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=429] with future log sequence number 556231
2022-12-03 13:58:58 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=299] with future log sequence number 556187
2022-12-03 13:58:58 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=428] with future log sequence number 556187
2022-12-03 13:58:58 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=298] with future log sequence number 556143
2022-12-03 13:58:58 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=427] with future log sequence number 556143
2022-12-03 13:58:58 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=297] with future log sequence number 556099
2022-12-03 13:58:58 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=426] with future log sequence number 556099
2022-12-03 13:58:58 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=294] with future log sequence number 556055
2022-12-03 13:58:58 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=425] with future log sequence number 556055
2022-12-03 13:58:58 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=293] with future log sequence number 555995
2022-12-03 13:58:58 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=424] with future log sequence number 555995
2022-12-03 13:58:58 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=292] with future log sequence number 555951
2022-12-03 13:58:58 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=423] with future log sequence number 555951
2022-12-03 13:58:58 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=291] with future log sequence number 555907
2022-12-03 13:58:58 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=422] with future log sequence number 555907
2022-12-03 13:58:58 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=57] with future log sequence number 555863
2022-12-03 13:58:58 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=321] with future log sequence number 555863
2022-12-03 13:58:58 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=56] with future log sequence number 555824
2022-12-03 13:58:58 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=320] with future log sequence number 555824
2022-12-03 13:58:58 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=55] with future log sequence number 555785
2022-12-03 13:58:58 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=319] with future log sequence number 555785
2022-12-03 13:58:58 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=54] with future log sequence number 555746
2022-12-03 13:58:58 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=318] with future log sequence number 555746
2022-12-03 13:58:58 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=53] with future log sequence number 555707
2022-12-03 13:58:58 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=317] with future log sequence number 555707
2022-12-03 13:58:58 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=52] with future log sequence number 555668
2022-12-03 13:58:58 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=316] with future log sequence number 555668
2022-12-03 13:58:58 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=51] with future log sequence number 555629
2022-12-03 13:58:58 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=315] with future log sequence number 555629
2022-12-03 13:58:58 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=50] with future log sequence number 555590
2022-12-03 13:58:58 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=314] with future log sequence number 555590
2022-12-03 13:58:58 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=193] with future log sequence number 559244
2022-12-03 13:58:58 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=330] with future log sequence number 559244
2022-12-03 13:58:58 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=192] with future log sequence number 559200
2022-12-03 13:58:58 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=329] with future log sequence number 559200
2022-12-03 13:58:58 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=63] with future log sequence number 559156
2022-12-03 13:58:58 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=328] with future log sequence number 559156
2022-12-03 13:58:58 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=62] with future log sequence number 559117
2022-12-03 13:58:58 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=327] with future log sequence number 559117
2022-12-03 13:58:58 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=60] with future log sequence number 559062
2022-12-03 13:58:58 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=325] with future log sequence number 559062
2022-12-03 13:58:58 0 [ERROR] InnoDB: Page [page id: space=0, page number=7] log sequence number 436819 is in the future! Current system log sequence number 300306.
2022-12-03 13:58:58 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2022-12-03 13:58:58 0 [ERROR] InnoDB: Page [page id: space=0, page number=11] log sequence number 556728 is in the future! Current system log sequence number 300306.
2022-12-03 13:58:58 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2022-12-03 13:58:58 0 [ERROR] InnoDB: Page [page id: space=0, page number=6] log sequence number 555379 is in the future! Current system log sequence number 300306.
2022-12-03 13:58:58 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2022-12-03 13:58:58 0 [ERROR] InnoDB: Page [page id: space=0, page number=301] log sequence number 555379 is in the future! Current system log sequence number 300306.
2022-12-03 13:58:58 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2022-12-03 13:58:58 0 [ERROR] InnoDB: Page [page id: space=0, page number=45] log sequence number 555418 is in the future! Current system log sequence number 300306.
2022-12-03 13:58:58 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2022-12-03 13:58:58 0 [ERROR] InnoDB: Page [page id: space=0, page number=306] log sequence number 555418 is in the future! Current system log sequence number 300306.
2022-12-03 13:58:58 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2022-12-03 13:58:58 0 [ERROR] InnoDB: Page [page id: space=0, page number=46] log sequence number 555457 is in the future! Current system log sequence number 300306.
2022-12-03 13:58:58 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2022-12-03 13:58:58 0 [ERROR] InnoDB: Page [page id: space=0, page number=309] log sequence number 555457 is in the future! Current system log sequence number 300306.
2022-12-03 13:58:58 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2022-12-03 13:58:58 0 [ERROR] InnoDB: Page [page id: space=0, page number=47] log sequence number 555496 is in the future! Current system log sequence number 300306.
2022-12-03 13:58:58 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2022-12-03 13:58:58 0 [ERROR] InnoDB: Page [page id: space=0, page number=311] log sequence number 555496 is in the future! Current system log sequence number 300306.
2022-12-03 13:58:58 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2022-12-03 13:58:58 0 [ERROR] InnoDB: Page [page id: space=0, page number=48] log sequence number 555551 is in the future! Current system log sequence number 300306.
2022-12-03 13:58:58 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2022-12-03 13:58:58 0 [ERROR] InnoDB: Page [page id: space=0, page number=312] log sequence number 555551 is in the future! Current system log sequence number 300306.
2022-12-03 13:58:58 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2022-12-03 13:58:58 0 [ERROR] InnoDB: Page [page id: space=0, page number=49] log sequence number 373052 is in the future! Current system log sequence number 300306.
2022-12-03 13:58:58 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2022-12-03 13:58:58 0 [ERROR] InnoDB: Page [page id: space=0, page number=313] log sequence number 373052 is in the future! Current system log sequence number 300306.
2022-12-03 13:58:58 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2022-12-03 13:58:58 0 [ERROR] InnoDB: Page [page id: space=0, page number=50] log sequence number 555590 is in the future! Current system log sequence number 300306.
2022-12-03 13:58:58 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2022-12-03 13:58:58 0 [ERROR] InnoDB: Page [page id: space=0, page number=314] log sequence number 555590 is in the future! Current system log sequence number 300306.
2022-12-03 13:58:58 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2022-12-03 13:58:58 0 [ERROR] InnoDB: Page [page id: space=0, page number=51] log sequence number 555629 is in the future! Current system log sequence number 300306.
2022-12-03 13:58:58 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2022-12-03 13:58:58 0 [ERROR] InnoDB: Page [page id: space=0, page number=315] log sequence number 555629 is in the future! Current system log sequence number 300306.
2022-12-03 13:58:58 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2022-12-03 13:58:58 0 [ERROR] InnoDB: Page [page id: space=0, page number=52] log sequence number 555668 is in the future! Current system log sequence number 300306.
2022-12-03 13:58:58 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2022-12-03 13:58:58 0 [ERROR] InnoDB: Page [page id: space=0, page number=316] log sequence number 555668 is in the future! Current system log sequence number 300306.
2022-12-03 13:58:58 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2022-12-03 13:58:58 0 [ERROR] InnoDB: Page [page id: space=0, page number=53] log sequence number 555707 is in the future! Current system log sequence number 300306.
2022-12-03 13:58:58 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2022-12-03 13:58:58 0 [ERROR] InnoDB: Page [page id: space=0, page number=317] log sequence number 555707 is in the future! Current system log sequence number 300306.
2022-12-03 13:58:58 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2022-12-03 13:58:58 0 [ERROR] InnoDB: Page [page id: space=0, page number=54] log sequence number 555746 is in the future! Current system log sequence number 300306.
2022-12-03 13:58:58 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2022-12-03 13:58:58 0 [ERROR] InnoDB: Page [page id: space=0, page number=318] log sequence number 555746 is in the future! Current system log sequence number 300306.
2022-12-03 13:58:58 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2022-12-03 13:58:58 0 [ERROR] InnoDB: Page [page id: space=0, page number=55] log sequence number 555785 is in the future! Current system log sequence number 300306.
2022-12-03 13:58:58 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2022-12-03 13:58:58 0 [ERROR] InnoDB: Page [page id: space=0, page number=319] log sequence number 555785 is in the future! Current system log sequence number 300306.
2022-12-03 13:58:58 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2022-12-03 13:58:58 0 [ERROR] InnoDB: Page [page id: space=0, page number=56] log sequence number 555824 is in the future! Current system log sequence number 300306.
2022-12-03 13:58:58 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2022-12-03 13:58:58 0 [ERROR] InnoDB: Page [page id: space=0, page number=320] log sequence number 555824 is in the future! Current system log sequence number 300306.
2022-12-03 13:58:58 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2022-12-03 13:58:58 0 [ERROR] InnoDB: Page [page id: space=0, page number=57] log sequence number 555863 is in the future! Current system log sequence number 300306.
2022-12-03 13:58:58 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2022-12-03 13:58:58 0 [ERROR] InnoDB: Page [page id: space=0, page number=321] log sequence number 555863 is in the future! Current system log sequence number 300306.
2022-12-03 13:58:58 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2022-12-03 13:58:58 0 [ERROR] InnoDB: Page [page id: space=0, page number=58] log sequence number 373692 is in the future! Current system log sequence number 300306.
2022-12-03 13:58:58 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2022-12-03 13:58:58 0 [ERROR] InnoDB: Page [page id: space=0, page number=323] log sequence number 373692 is in the future! Current system log sequence number 300306.
